17_OD_mgl_02,18_PH,50_Condutivida_de_Eletrica_us_cm_a_20c,13_Nitratos_mgl_n),46_Coliformes_Fecais_nmp_100ml,47_Coliformes_Totais_nmp_100ml,7_DBO_mgl_02)
6.8,6.5,,0.01,7000.0,,2.0
6.5,6.0,,0.06,,,2.0
7.0,6.6,,0.05,,,5.0
6.6,6.3,,0.1,,,3.0
6.8,6.5,,0.06,,,2.0
6.5,6.0,,0.06,1100.0,,2.0
7.0,6.6,,0.05,300.0,,5.0
6.6,6.3,,0.1,60.0,,3.0
6.8,6.5,,0.06,9000.0,,2.0
6.5,6.6,,0.0,2800.0,,2.0
6.7,6.5,,0.0,280.0,,2.0
7.3,6.7,,0.0,5000.0,,2.0
6.7,7.4,,0.0,5000.0,,2.0
6.6,7.4,,0.11,130.0,,2.0
7.7,6.2,,0.21,2300.0,,2.0
7.7,6.3,,0.59,1700.0,,2.0
6.9,6.1,,0.09,5000.0,,2.0
6.9,,,0.21,,24196.0,2.1
7.0,,,0.52,,15531.0,2.0
7.4,7.4,,1.05,,24196.0,5.4
8.2,6.9,,0.35,,24196.0,2.0
6.5,6.8,80.4,0.71,,24196.0,
7.1,7.2,124.0,0.25,,9803.9,
6.6,6.7,,0.43,,10462.0,14.0
5.7,7.6,,0.56,,24196.0,11.0
7.0,7.2,,0.19,,24196.0,5.0
4.6,6.6,,0.56,,8664.4,8.4
9.7,7.5,,0.88,,2909.0,2.0
9.0,7.0,,0.26,,24196.0,2.0
9.0,7.1,81.0,0.19,,7701.0,
7.2,6.5,38.2,0.38,,24196.0,
8.0,6.2,,0.53,,2247.0,2.0
8.4,7.6,,0.42,,2909.3,2.0
7.2,6.8,,0.42,,24196.0,2.0
6.0,6.9,,0.26,,6488.0,2.0
,6.1,,,,,
,8.2,,,,,
8.0,,360.0,,,,
7.4,6.6,39.0,,,,
7.4,,132.0,,,,
8.3,6.6,41.0,,,,
6.5,7.3,352.0,2.39,,0.0,
6.2,6.0,310.0,0.4,0.0,,
3.8,7.5,325.0,0.66,3.4,,
7.9,6.9,32.0,2.22,0.35,,
6.2,7.5,316.58,0.53,,,
,,,,,0.0,
7.4,7.0,318.0,1.55,3.0,0.0,
6.8,7.6,323.0,0.62,100.0,0.0,
4.8,8.3,362.3,1.8,,,
8.6,8.3,336.0,3.8,,0.0,
8.1,7.9,310.0,0.27,2.8,0.0,2.0
4.1,7.1,362.3,0.14,0.012,0.0,6.6
8.6,8.3,336.0,3.8,,0.0,
7.3,7.7,1108198.0,0.5,2500.0,0.0,
5.8,8.0,353.3,0.5,,0.0,1.9
4.6,7.8,390.0,0.18,0.2,,5.1
6.0,8.2,364.8,0.2,0.3,0.0,5.7
6.1,7.7,342.87,0.0,0.08,,6.3
6.2,7.95,415.0,,,,
6.6,7.81,399.0,,,,
6.2,7.95,415.0,,,,
,7.63,373.0,,,,
6.6,7.78,393.0,,,,
6.7,7.53,368.0,,,,
7.3,7.53,451.0,,,,
7.4,7.24,34.0,,,,
7.4,7.24,34.0,,,,
8.2,7.4,418.0,,,,
,7.26,326.1,,,,
,7.82,374.3,,,,
,7.22,432.4,,,,
,7.1,320.8,,,,
5.86,7.8,359.0,,,,
6.02,7.88,372.0,,,,
7.71,7.92,390.0,,,,
,8.39,363.6,,,,
,7.9,362.6,,,,
,7.72,330.0,,,,
,8.03,351.0,,,,
,8.3,230.4,,,,
,7.7,366.1,,,,
,7.9,304.9,,,,
,8.1,294.8,,,,
,7.5,392.0,,,,
,7.7,336.4,,,,
5.63,8.23,443.7,,,,
5.87,8.1,434.0,,,,
,7.7,320.1,,,,
6.84,7.71,453.0,,,,
6.44,7.89,461.0,,,,
5.66,7.54,452.1,,,,
4.32,7.54,462.0,,,,
6.88,7.78,430.3,,,,
7.0,7.67,477.5,,,,
6.45,7.53,463.4,,,,
7.44,7.58,375.6,,,,
7.4,7.2,395.0,0.61,5000.0,13000.0,2.0
6.0,7.3,336.4,0.13,2400.0,5000.0,2.0
6.4,7.4,389.9,0.08,11000.0,30000.0,2.0
2.0,7.7,362.7,0.23,2300.0,3000.0,5.0
8.1,7.46,362.7,0.23,2300.0,3000.0,2.0
7.4,7.82,395.0,0.61,5000.0,13000.0,2.0
6.0,,336.4,0.13,2400.0,5000.0,2.0
6.4,,389.9,0.08,11000.0,30000.0,2.0
6.6,7.59,400.0,0.49,500.0,8000.0,2.0
7.0,7.7,406.3,0.13,1300.0,3000.0,3.0
6.3,7.63,407.3,0.25,1300.0,5000.0,2.0
6.6,7.75,36.4,0.54,1100.0,2200.0,2.0
6.6,8.01,400.0,0.49,500.0,8000.0,2.0
7.0,8.02,406.3,0.13,1300.0,3000.0,3.0
6.3,7.97,407.3,0.25,1300.0,5000.0,2.0
6.6,7.89,36.4,0.54,1100.0,2200.0,2.0
6.6,7.59,,0.49,500.0,,2.0
7.0,7.7,,0.13,1300.0,,3.0
6.6,7.75,,0.54,1100.0,,2.0
6.0,7.42,348.0,0.15,900.0,900.0,2.0
7.0,7.73,390.0,0.38,30000.0,50000.0,2.0
6.3,7.22,149.9,2.26,500.0,1700.0,3.0
6.5,7.47,389.0,0.16,800.0,1300.0,2.0
6.0,8.0,348.0,0.15,900.0,900.0,2.0
7.0,7.94,390.0,0.38,30000.0,50000.0,2.0
6.3,7.46,149.9,2.26,500.0,1700.0,3.0
6.5,7.97,389.0,0.16,800.0,1300.0,2.0
7.0,7.73,,0.38,30000.0,,2.0
6.3,7.22,,2.26,500.0,,3.0
6.5,7.47,,0.16,800.0,,2.0
5.6,7.5,354.0,0.66,5000.0,8000.0,2.0
6.3,7.7,396.0,0.57,5000.0,11000.0,2.0
7.2,7.5,387.0,0.12,2300.0,5000.0,2.0
5.5,7.4,388.0,0.23,30.0,170.0,2.0
5.6,7.5,354.0,0.66,5000.0,8000.0,2.0
6.3,7.7,396.0,0.57,5000.0,11000.0,2.0
7.2,7.5,387.0,0.12,2300.0,5000.0,2.0
5.5,7.4,388.0,0.23,30.0,170.0,2.0
5.6,7.5,,0.66,5000.0,,2.0
6.3,7.7,,0.57,5000.0,,2.0
7.2,7.5,,0.12,2300.0,,2.0
5.5,7.4,,0.23,30.0,,2.0
6.7,7.8,383.0,0.47,1700.0,5000.0,2.0
7.3,7.8,388.0,0.54,130.0,1700.0,2.0
6.3,8.1,363.0,0.39,800.0,1300.0,2.0
6.4,8.1,357.0,0.61,3000.0,7000.0,2.0
6.4,8.1,357.0,0.61,3000.0,7000.0,2.0
6.7,7.8,383.0,0.47,1700.0,5000.0,2.0
7.3,7.8,388.0,0.54,130.0,1700.0,2.0
6.3,8.1,363.0,0.39,800.0,1300.0,2.0
6.4,8.1,,0.61,3000.0,,2.0
6.7,7.8,,0.47,1700.0,,2.0
7.3,7.8,,0.54,130.0,,2.0
6.3,8.1,,0.39,800.0,,2.0
6.9,7.9,,0.52,800.0,,2.0
7.2,7.9,,0.52,1300.0,,2.0
6.3,7.6,,0.36,350.0,,2.0
6.1,7.7,,0.15,2300.0,,2.0
5.7,7.8,,0.42,90.0,,2.0
6.4,7.6,,0.53,50.0,,2.0
6.7,7.6,,0.31,5000.0,,2.0
6.6,7.7,,0.42,8000.0,,2.0
7.0,7.9,,0.05,800.0,,2.0
6.6,7.5,,0.15,1400.0,,2.0
7.5,7.8,,0.04,1300.0,,2.0
5.6,7.2,,0.01,1100.0,,2.0
7.2,7.1,,0.35,,,2.0
7.1,7.3,,0.22,,,2.0
6.5,7.4,,0.24,,,2.0
5.4,7.6,,0.1,,,2.0
7.2,7.1,,0.35,1700.0,,2.0
7.1,7.3,,0.22,1100.0,,2.0
6.5,7.4,,0.24,1100.0,,2.0
5.4,7.6,,0.1,2300.0,,2.0
6.8,7.4,,0.0,500.0,,3.3
7.4,7.6,,0.0,2300.0,,2.0
6.8,7.4,,0.0,800.0,,2.0
6.2,7.8,,0.0,1100.0,,2.5
6.1,7.9,,0.43,8000.0,,2.0
7.0,7.3,,0.57,23.0,,2.0
6.2,7.1,,0.86,30000.0,,2.0
5.5,7.2,,0.37,22000.0,,2.0
7.2,,,0.71,,5794.0,2.0
6.8,,,0.4,,24196.0,2.0
7.0,7.7,,0.79,,12996.5,2.0
7.6,7.8,,1.48,,15531.0,4.5
7.3,7.9,498.0,0.98,,12033.3,
7.0,7.7,466.0,2.1,,14136.1,
7.2,6.5,,1.2,,4611.0,2.0
5.7,8.6,,0.98,,19862.9,2.0
5.1,7.2,,2.39,,24196.0,2.0
7.5,8.2,,1.04,,24196.0,2.0
9.4,7.3,,0.73,,2282.0,2.0
9.2,7.1,,0.23,,24196.0,2.0
8.4,6.8,19.7,0.3,,24196.0,
8.9,7.1,34.9,0.15,,2909.3,
8.2,6.1,,0.44,,2909.0,2.0
7.4,7.1,,0.52,,10462.4,2.0
8.1,7.0,,0.28,,24196.0,2.0
5.2,7.9,,0.23,,8664.4,2.0
,8.0,100.0,,,,
,7.2,13.0,,,,
,6.9,32.0,,,,
6.9,,110.0,,,,
7.5,7.3,130.0,,,,
,,100.0,,,,
7.2,,108.0,,,,
,7.9,40.0,,,,
,8.0,,,,,
,7.0,15.0,,,,
6.8,,65.0,,,,
,,40.0,,,,
8.8,,70.0,,,,
8.0,7.1,49.0,,,,
6.0,7.3,41.8,,,,
8.6,7.2,40.0,,,,
7.0,7.3,28.0,,,,
7.7,6.77,33.0,,,,
6.6,7.69,39.8,,,,
5.7,6.98,410.0,,,,
,7.53,37.0,,,,
,6.93,23.0,,,,
,6.26,40.0,,,,
5.74,6.94,37.0,,,,
,6.98,36.0,,,,
,6.21,46.96,,,,
5.6,7.14,34.45,,,,
5.79,7.07,41.0,,,,
5.57,7.09,43.0,,,,
6.63,6.81,36.31,,,,
8.03,6.55,37.0,,,,
6.43,6.65,44.0,,,,
3.16,6.68,35.0,,,,
7.46,6.96,36.0,,,,
5.19,6.92,43.0,,,,
,7.6,39.0,,,,
3.57,7.06,40.0,,,,
4.01,7.02,38.0,,,,
3.39,7.1,44.0,,,,
6.57,6.8,38.0,,,,
4.2,6.87,38.0,,,,
5.11,6.92,41.0,,,,
,7.9,39.8,,,,
5.01,7.1,54.0,,,,
7.15,6.26,35.0,,,,
7.64,6.94,22.1,,,,
7.78,6.7,46.6,,,,
6.73,7.25,58.9,,,,
7.24,7.15,41.5,,,,
8.17,7.13,46.9,,,,
7.84,7.07,48.7,,,,
7.32,6.78,14.5,,,,
7.95,6.92,43.3,,,,
8.64,6.91,43.0,,,,
6.39,7.35,115.7,,,,
7.65,7.12,37.8,,,,
7.56,7.11,,,,,
7.49,7.02,45.1,,,,
8.04,7.72,,,,,
8.99,7.45,40.4,,,,
45.1,7.41,,,,,
8.07,7.15,42.5,,,,
8.07,7.15,42.5,,,,
8.41,7.28,,,,,
7.55,7.24,39.9,,,,
,7.2,50.0,,,,
,7.3,13.0,,,,
,6.8,,,,,
7.0,,50.0,,,,
7.3,7.9,70.0,,,,
,,55.0,,,,
7.3,,79.0,,,,
,7.6,50.0,,,,
,7.4,70.0,,,,
,7.2,80.0,,,,
,6.6,,,,,
,7.2,,,,,
,7.0,40.0,,,,
,,90.0,,,,
6.6,7.1,100.0,,,,
6.4,,150.0,,,,
8.6,7.0,65.0,,,,
,8.4,80.0,,,,
6.6,6.4,60.0,,,,
8.4,6.7,79.0,,,,
5.5,6.4,102.3,,,,
5.4,,74.0,,,,
8.1,,33.0,,,,
6.6,6.4,59.78,,,,
5.5,6.4,102.0,,,,
6.4,6.8,108.9,,,,
5.9,6.3,92.0,,,,
6.2,6.8,112.0,,,,
6.2,6.2,51.0,,,,
6.0,7.3,68.0,,,,
5.4,6.5,106.0,,,,
6.7,6.2,47.0,,,,
4.8,6.3,37.0,,,,
5.8,6.3,77.0,,,,
5.6,6.7,82.0,,,,
7.0,6.3,73.0,,,,
6.6,6.7,101.0,,,,
6.9,6.4,66.0,,,,
7.0,5.2,78.0,,,,
6.8,6.7,66.0,,,,
6.2,6.4,82.0,,,,
7.7,7.5,71.0,,,,
6.2,7.54,73.9,,,,
7.4,7.77,93.1,,,,
7.0,7.42,72.5,,,,
7.4,,77.7,,,,
7.5,7.69,89.9,,,,
7.5,7.69,89.9,,,,
7.4,6.98,72.0,,,,
8.6,6.86,74.0,,,,
9.6,7.2,75.5,,,,
,7.11,63.85,,,,
,7.18,49.19,,,,
,7.0,73.74,,,,
,6.77,57.74,,,,
6.34,7.31,70.0,,,,
6.01,7.51,83.0,,,,
6.03,7.15,78.18,,,,
,7.78,71.93,,,,
,7.2,61.2,,,,
,7.11,53.0,,,,
,7.1,58.0,,,,
,7.5,62.6,,,,
,7.1,68.1,,,,
,7.7,58.0,,,,
,8.3,62.2,,,,
,6.6,65.8,,,,
,7.3,56.3,,,,
,,,,,,
8.82,7.73,64.0,,,,
6.66,6.83,62.0,,,,
7.57,7.08,74.5,,,,
7.62,7.13,78.9,,,,
6.88,7.51,74.4,,,,
6.43,7.11,50.2,,,,
7.34,7.29,82.4,,,,
7.94,7.16,90.2,,,,
6.86,6.68,35.9,,,,
7.18,7.09,81.4,,,,
8.31,6.2,87.9,,,,
5.57,5.76,72.2,,,,
5.63,7.33,76.1,,,,
6.04,6.76,70.9,,,,
7.04,7.7,,,,,
8.34,7.49,77.1,,,,
103.0,7.9,,,,,
6.84,7.06,66.2,,,,
6.84,7.06,66.2,,,,
8.02,7.42,79.8,,,,
6.2,7.1,,0.11,1100.0,,2.0
5.9,6.9,,0.11,3000.0,,2.0
6.8,7.3,,0.09,70.0,,2.0
7.8,7.3,,0.02,2.0,,2.0
6.8,7.2,,0.06,230.0,,2.0
4.6,6.8,,0.03,70.0,,2.0
6.2,7.4,,0.04,500.0,,2.0
7.9,6.9,,0.01,30.0,,2.0
5.6,6.1,,0.01,800.0,,3.0
4.1,6.0,,0.02,,,2.0
7.0,6.7,,0.1,,,2.0
7.4,6.8,,0.12,,,2.0
6.9,6.8,,0.12,,,2.0
4.1,6.0,,0.02,300.0,,2.0
7.0,6.7,,0.1,300.0,,2.0
7.4,6.8,,0.12,80.0,,2.0
6.9,6.8,,0.12,140.0,,2.0
5.5,6.2,,0.0,300.0,,2.0
6.8,6.5,,0.0,140.0,,2.0
7.3,6.8,,0.0,50.0,,2.0
6.0,7.3,,0.0,900.0,,2.0
6.3,7.4,,0.24,220.0,,2.0
7.4,6.5,,0.17,3000.0,,2.0
7.5,6.5,,0.62,700.0,,2.0
6.4,6.3,,0.13,5000.0,,2.0
6.4,,,0.28,,24196.0,2.0
7.5,,,0.42,,7701.0,2.0
7.7,7.2,,0.42,,24196.0,2.0
9.4,7.9,,1.02,,3873.0,2.0
8.6,7.3,101.0,0.36,,5794.3,
7.1,6.9,60.2,0.65,,24196.0,
6.7,7.3,,0.84,,4351.7,2.0
7.8,7.2,,0.53,,2987.0,2.0
5.0,6.8,,0.42,,12996.5,2.0
6.7,7.3,,0.14,,14136.1,2.0
,8.7,42.0,,,,
,6.9,,,,,
,6.2,,,,,
,8.0,31.0,,,,
9.0,,40.0,,,,
,,28.0,,,,
8.0,7.2,50.0,,,,
,7.2,40.0,,,,
6.8,7.1,54.6,,,,
8.0,7.1,43.0,,,,
7.9,6.72,30.0,,,,
5.4,6.6,27.0,,,,
6.0,6.57,46.3,,,,
4.8,6.63,35.0,,,,
,6.95,30.0,,,,
,6.36,30.0,,,,
,6.18,36.0,,,,
5.4,6.73,32.0,,,,
6.83,6.59,,,,,
,,,,,,
,7.7,45.0,,,,
,7.2,80.0,,,,
,6.7,,,,,
,6.9,,,,,
,7.6,200.0,,,,
10.7,,95.0,,,,
7.2,7.0,60.0,,,,
,8.1,,,,,
7.8,,80.0,,,,
8.3,6.9,117.0,,,,
6.8,6.6,112.0,,,,
8.3,6.2,78.4,,,,
6.3,6.0,106.0,,,,
5.9,5.8,83.0,,,,
8.3,5.5,66.0,,,,
8.27,5.5,66.3,,,,
7.95,6.5,46.8,,,,
5.1,7.2,117.0,,,,
7.07,6.6,75.2,,,,
6.7,6.7,118.0,,,,
7.4,5.5,53.0,,,,
8.27,5.5,66.3,,,,
7.0,6.0,86.0,,,,
6.6,6.5,141.0,,,,
7.5,5.9,87.0,,,,
6.0,6.2,91.0,,,,
6.4,5.8,59.0,,,,
6.8,6.7,95.0,,,,
6.0,6.8,63.0,,,,
6.6,6.7,107.0,,,,
6.4,6.6,49.0,,,,
5.8,6.4,66.0,,,,
7.6,6.4,54.0,,,,
6.8,5.8,76.0,,,,
7.6,6.8,78.0,,,,
9.0,6.7,72.0,,,,
8.3,5.5,55.0,,,,
7.9,7.5,99.7,0.12,0.0,2.58,1.3
9.2,6.1,66.61,0.23,0.02,2.8,0.1
7.9,7.5,99.7,0.12,,,1.3
6.5,6.1,23.77,0.25,,,1.4
9.2,6.1,66.61,0.23,,,0.1
8.0,6.8,70.26,0.21,2.0,2400.0,0.6
8.0,7.8,68.57,0.44,20.0,110.0,2.2
6.56,6.8,26.51,0.24,0.0,0.0,3.4
8.52,8.0,78.76,0.78,130.0,220.0,2.18
8.28,7.3,72.0,0.14,,93.0,0.91
7.37,7.9,70.47,0.1,3.0,1100.0,0.86
7.12,6.8,81.52,0.09,360.0,1500.0,3.24
6.5,6.6,46.08,0.1,0.0,2600.0,3.4
7.56,7.0,70.53,0.06,93.0,93.0,3.1
7.0,7.77,76.4,0.15,20.0,130.0,2.37
7.4,7.61,69.7,0.15,130.0,300.0,1.67
5.6,7.02,55.9,,,,
7.2,7.33,66.6,,,,
5.5,5.6,46.6,,,,
6.8,7.29,102.5,,,,
8.4,6.41,77.0,,,,
6.4,7.27,48.5,,,,
6.3,7.57,25.3,,,,
6.0,7.11,79.2,,,,
8.8,7.7,75.73,,,,
7.6,7.88,88.16,,,,
7.4,7.14,65.4,,,,
6.2,6.39,64.74,,,,
8.6,7.8,76.0,,,,
8.2,7.5,68.29,,,,
,7.5,78.8,,,,
8.4,7.4,87.0,,,,
7.2,7.4,48.0,,,,
8.0,7.4,85.0,,,,
6.4,7.3,69.2,,,,
7.8,6.2,49.0,,,,
8.2,7.4,86.0,,,,
7.6,7.7,70.0,,,,
7.3,6.92,75.0,,,,
5.6,7.1,64.0,,,,
6.1,7.66,78.3,,,,
4.9,6.73,57.7,,,,
5.0,6.91,,,,,
6.1,7.43,95.1,,,,
5.3,6.9,80.0,,,,
,7.44,70.0,,,,
,6.84,55.0,,,,
6.52,7.52,69.0,,,,
7.17,7.67,87.0,,,,
7.66,7.09,59.0,,,,
,6.97,72.0,,,,
5.1,6.5,43.0,,,,
7.28,6.14,66.0,,,,
5.37,6.9,52.0,,,,
6.39,7.27,57.0,,,,
,7.94,90.04,,,,
4.8,7.0,57.3,,,,
6.07,7.57,76.0,,,,
5.05,7.19,74.0,,,,
6.6,7.29,63.98,,,,
7.41,7.2,69.0,,,,
6.18,7.38,81.0,,,,
2.96,6.8,63.0,,,,
6.35,7.17,70.0,,,,
4.19,7.44,72.0,,,,
,7.6,67.1,,,,
4.58,7.21,74.0,,,,
,,95.56,,,,
5.58,6.6,25.0,,,,
6.67,7.08,70.0,,,,
,7.22,80.0,,,,
5.41,6.79,62.0,,,,
,7.8,65.6,,,,
5.26,6.86,80.0,,,,
6.18,6.93,42.0,,,,
6.98,7.12,53.0,,,,
7.53,7.67,81.0,,,,
,,,,,,
5.31,7.18,73.2,,,,
6.51,7.58,63.9,,,,
6.08,7.2,44.3,,,,
6.84,7.36,79.9,,,,
8.17,7.6,92.1,,,,
7.87,7.29,89.8,,,,
7.02,7.72,99.0,,,,
6.07,7.07,83.0,,,,
6.87,6.96,72.0,,,,
6.95,7.26,78.9,,,,
8.9,7.57,71.1,,,,
8.41,7.68,89.7,,,,
7.03,7.54,95.5,,,,
6.52,7.39,56.3,,,,
6.81,7.44,66.1,,,,
7.33,8.0,122.9,,,,
0.0,6.67,72.5,,,,
8.08,7.53,86.7,,,,
86.1,7.83,,,,,
92.1,7.48,,,,,
6.91,7.28,65.0,,,,
6.91,7.28,65.0,,,,
8.06,7.6,86.2,,,,
8.06,7.55,115.5,,,,
6.39,7.62,65.7,,,,
5.88,7.37,49.5,,,,
5.9,7.5,88.4,0.17,30.0,170.0,2.0
6.3,7.7,81.3,0.33,14.0,900.0,2.0
5.9,8.14,88.4,0.17,30.0,170.0,2.0
6.3,,81.3,0.33,14.0,900.0,2.0
7.2,7.2,49.1,0.17,300.0,500.0,2.0
7.2,7.1,53.0,0.08,2400.0,3000.0,2.0
7.1,7.2,78.5,0.28,80.0,300.0,3.0
5.9,7.2,64.8,0.18,300.0,2200.0,2.0
5.2,7.1,73.6,0.12,130.0,3000.0,5.0
7.2,,49.1,0.17,300.0,500.0,2.0
7.2,,53.0,0.08,2400.0,3000.0,2.0
7.1,,78.5,0.28,80.0,300.0,3.0
5.2,,73.6,0.12,130.0,3000.0,5.0
5.9,,64.8,0.18,300.0,2200.0,2.0
5.7,7.6,35.0,0.08,160000.0,160000.0,2.0
7.5,7.4,87.7,0.07,30.0,240.0,2.0
7.1,7.2,70.7,0.04,80.0,900.0,2.0
7.0,7.2,85.6,0.12,170.0,170.0,3.0
5.7,,65.0,0.08,160000.0,160000.0,2.0
7.1,,70.7,0.04,80.0,900.0,2.0
7.5,,87.7,0.07,30.0,240.0,2.0
7.0,,85.6,0.12,170.0,170.0,3.0
5.6,6.1,42.0,0.01,300.0,1700.0,2.0
7.6,6.9,66.5,0.16,2800.0,3000.0,2.0
7.2,7.3,83.0,0.1,500.0,800.0,2.0
7.3,7.5,79.4,0.12,500.0,2400.0,4.0
7.6,6.28,66.5,0.16,2800.0,3000.0,2.0
5.6,,42.0,0.01,300.0,1700.0,2.0
7.2,7.14,83.0,0.1,500.0,800.0,2.0
7.3,,79.4,0.12,500.0,2400.0,4.0
8.0,7.55,72.9,0.11,50.0,240.0,2.0
6.6,7.0,,0.07,50.0,1100.0,2.0
7.2,7.26,77.6,0.14,220.0,280.0,2.0
6.6,6.5,53.9,0.16,300.0,5000.0,2.0
6.6,7.27,53.9,0.16,300.0,5000.0,2.0
7.2,8.11,77.6,0.14,220.0,280.0,2.0
8.0,7.57,72.9,0.11,50.0,240.0,2.0
6.6,6.8,,0.07,50.0,1100.0,2.0
6.6,6.5,,0.16,300.0,,2.0
7.2,7.26,,0.14,220.0,,2.0
8.0,7.55,,0.11,50.0,,2.0
6.6,7.0,,0.07,50.0,,2.0
7.2,7.33,74.3,0.16,23.0,500.0,2.0
8.1,7.15,99.3,0.02,30.0,110.0,3.0
5.9,6.67,51.3,0.19,220.0,1300.0,3.0
7.2,7.01,73.5,0.16,80.0,3000.0,2.0
5.9,7.27,51.3,0.19,220.0,1300.0,3.0
7.2,7.84,73.5,0.16,80.0,3000.0,2.0
7.2,7.55,74.3,0.16,23.0,500.0,2.0
8.1,7.79,99.3,0.02,30.0,110.0,3.0
5.9,6.67,,0.19,220.0,,3.0
7.2,7.01,,0.16,80.0,,2.0
7.2,7.33,,0.16,23.0,,2.0
8.1,7.15,,0.02,30.0,,3.0
4.1,6.5,35.9,0.1,500.0,5000.0,2.0
6.7,7.1,67.9,0.14,80.0,170.0,2.0
7.1,7.1,79.5,0.13,140.0,1300.0,2.0
6.4,7.0,87.1,0.16,30.0,40.0,2.0
4.1,6.5,35.9,0.1,500.0,5000.0,2.0
6.7,7.1,67.9,0.14,80.0,170.0,2.0
7.1,7.1,79.5,0.13,140.0,1300.0,2.0
6.4,7.0,87.1,0.16,30.0,40.0,2.0
4.1,6.5,,0.1,500.0,,2.0
6.7,7.1,,0.14,80.0,,2.0
7.1,7.1,,0.13,140.0,,2.0
6.4,7.0,,0.16,30.0,,2.0
7.0,7.2,52.4,0.31,140.0,350.0,2.0
5.5,7.2,51.3,0.17,110.0,1300.0,2.0
7.0,7.0,59.6,0.18,70.0,500.0,2.0
8.0,7.4,75.8,0.23,21.0,140.0,2.0
5.5,7.2,51.3,0.17,110.0,1300.0,2.0
7.0,7.0,59.6,0.18,70.0,500.0,2.0
8.0,7.4,75.8,0.23,21.0,140.0,2.0
7.0,7.2,52.4,0.31,140.0,350.0,2.0
5.5,7.2,,0.17,110.0,,2.0
7.0,7.0,,0.18,70.0,,2.0
8.0,7.4,,0.23,21.0,,2.0
7.0,7.2,,0.31,140.0,,2.0
5.3,7.2,,0.16,30.0,,2.0
7.5,6.6,,0.12,500.0,,2.0
7.3,7.0,,0.15,23.0,,2.0
6.3,7.2,,0.12,1400.0,,2.0
5.9,7.0,,0.1,1300.0,,2.0
7.0,6.9,,0.07,130.0,,2.0
8.3,7.6,,0.1,2.0,,2.0
6.6,6.9,,0.13,1100.0,,2.0
4.6,6.7,,0.1,300.0,,2.0
6.9,6.8,,0.05,800.0,,2.0
7.5,7.1,,0.01,90.0,,2.0
6.8,6.4,,0.04,230.0,,2.0
4.6,6.0,,0.06,,,2.0
7.3,6.3,,0.1,,,2.0
7.4,6.7,,0.01,,,2.0
6.1,6.6,,0.07,,,2.0
4.6,6.0,,0.06,500.0,,2.0
7.3,6.3,,0.1,60.0,,2.0
7.4,6.7,,0.01,200.0,,2.0
6.1,6.6,,0.07,1100.0,,2.0
5.4,6.6,,0.0,5000.0,,2.0
6.6,6.5,,0.0,140.0,,2.0
7.6,6.8,,0.0,90.0,,2.0
6.5,7.1,,0.0,7000.0,,2.0
6.4,7.5,,0.13,1700.0,,2.0
7.5,6.5,,0.16,800.0,,2.0
7.7,6.6,,0.14,900.0,,2.0
6.4,6.1,,0.09,9000.0,,2.0
7.5,,,0.45,,17328.0,2.0
6.3,,,0.28,,24196.0,2.0
8.0,7.1,,0.4,,2382.0,2.0
6.6,6.5,,0.35,,24195.7,2.0
7.9,6.8,83.5,0.51,,4351.7,
7.2,7.1,76.9,0.95,,19862.9,
8.1,7.1,,0.55,,183.0,2.0
6.5,6.4,,0.81,,24196.0,2.0
8.1,6.8,,0.4,,17328.9,2.0
6.0,6.2,,0.51,,17328.9,2.0
6.3,8.2,77.1,0.27,13.0,240.0,4.0
6.2,7.5,95.5,0.38,900.0,900.0,2.0
6.3,,77.1,0.27,13.0,240.0,4.0
6.2,8.08,95.5,0.38,900.0,900.0,2.0
6.3,,77.1,0.27,13.0,240.0,4.0
6.1,7.2,71.4,0.11,80.0,800.0,4.0
6.7,7.3,71.4,0.21,800.0,3000.0,2.0
7.2,7.2,50.0,0.17,220.0,1300.0,2.0
7.1,7.1,52.0,0.13,70.0,800.0,2.0
7.1,7.3,81.7,0.46,90.0,280.0,2.0
6.1,,71.4,0.11,80.0,800.0,4.0
6.7,,71.9,0.21,800.0,3000.0,2.0
7.2,,50.0,0.17,220.0,1300.0,2.0
7.1,,52.0,0.13,70.0,800.0,2.0
7.1,,81.7,0.46,90.0,280.0,2.0
5.9,,68.7,0.11,350.0,13000.0,2.0
7.2,7.4,67.3,0.04,120.0,220.0,2.0
7.9,7.4,81.7,0.09,300.0,300.0,2.0
6.5,7.5,87.7,0.17,240.0,300.0,2.0
7.9,,81.7,0.09,300.0,300.0,2.0
6.5,,87.7,0.17,240.0,300.0,2.0
5.9,,68.7,0.11,350.0,13000.0,2.0
7.2,,67.3,0.04,120.0,220.0,2.0
5.9,7.7,68.7,0.11,350.0,13000.0,2.0
8.1,7.1,64.5,0.32,600.0,2.2,2.0
7.2,7.3,78.2,0.18,50.0,80.0,2.0
8.1,8.2,69.4,0.14,80.0,170.0,3.0
6.1,,42.2,0.01,1300.0,7000.0,2.0
8.1,6.69,64.5,0.32,600.0,2200.0,2.0
7.2,7.46,76.2,0.18,50.0,80.0,2.0
8.1,,69.4,0.14,80.0,170.0,3.0
6.9,7.19,62.1,0.32,500.0,3.0,2.0
7.8,7.55,76.9,0.29,50.0,300.0,2.0
8.3,8.07,90.6,0.16,23.0,240.0,2.0
7.2,7.32,,0.1,80.0,300.0,2.0
6.9,7.47,62.1,0.32,500.0,3000.0,2.0
